company_id,record_ids,employer_name,fair_days,fair_day_count,is_multi_day_company,website,company_careers_website,description,positions_recruited,degree_levels_recruited,academic_years_recruited,academic_year_recruitment_notes,degrees_majors_recruited,work_authorization_sponsorship,work_authorization_notes,sponsorship_flag,sponsorship_status,sponsorship_basis,sponsorship_evidence,regions_recruited,accept_hardcopy_resumes,role_titles,role_source_url,role_last_checked
constellation,constellation__tuesday,Constellation,Tuesday,1,False,https://www.constellationenergy.com/,https://jobs.constellationenergy.com/careers-home/,"Constellation is the nation’s largest producer of carbon-free energy and provides sustainable solutions to homes, businesses, and public-sector customers across the continental United States. We provide 10 percent of carbon-free power in the United States, nearly 90 percent of the energy we produce is carbon-free, and we have reduced our emissions footprint by 80 percent since 2005. As a long-time industry leader, we are committed to further accelerating the transition to more sustainable energy while maintaining reliability. We’re delivering our low-carbon or no-carbon power to more people in more places, as well as providing our customers and communities with options to buy, manage, and use clean energy as part of their decarbonization mission.","Full-Time, Internship","Bachelors, Masters","Second year undergraduate student, Third year undergraduate student, Fourth year + undergraduate student, Recent Alumni (up to two years post graduation), Masters level student",,"Bachelors Chemical Engineering, Bachelors Civil Engineering, Bachelors Electrical Engineering, Bachelors Engineering, Bachelors Mechanical Engineering, Bachelors Nuclear Engineering and Radiological Sciences, Masters Electrical Engineering, Masters Electrical Engineering-Systems, Masters Energy Systems Engineering, Masters Mechanical Engineering, Masters Nuclear Engineering and Radiological Sciences",Authorized to work in the United States and WILL NOT require future sponsorship,,No,No,default_no_explicit_sponsorship,Authorized to work in the United States and WILL NOT require future sponsorship,"Midwest, Northeast",True,,,
constellium,constellium__monday,Constellium,Monday,1,False,https://www.constellium.com/,https://www.constellium.com/careers/job-search,"We design, develop, and engineer aluminum products and solutions for a variety of markets, in partnership with our customers in North America and Europe. We also recycle aluminum products, from scrap to used beverage cans (UBCs), with a capacity of 750,000+ metric tons a year, the equivalent of 55+ billion cans.",Internship,Bachelors,"Second year undergraduate student, Third year undergraduate student","Sophomores, Juniors, Seniors","Bachelors Electrical Engineering, Bachelors Industrial and Operations Engineering, Bachelors Mechanical Engineering, Bachelors Environmental Engineering",Authorized to work in the United States and WILL NOT require future sponsorship,,No,No,default_no_explicit_sponsorship,Authorized to work in the United States and WILL NOT require future sponsorship,"Midwest, Southeast, Northeast",True,,,
consumers_energy,consumers_energy__tuesday,Consumers Energy,Tuesday,1,False,cmsenergy.com,https://careers.consumersenergy.com/go/Internship-Opportunities/3026700/,"Consumers Energy is Michigan’s largest energy provider, providing natural gas and/or electricity to 6.8 million of the state’s 10 million residents in all 68 Lower Peninsula counties. Consumers Energy knows job number one is to keep the lights on for customers. We are committed to delivering reliable, clean, and affordable energy to our customers 24/7.",Internship,Bachelors,"First year undergraduate student, Fourth year + undergraduate student, Second year undergraduate student, Third year undergraduate student",,"Bachelors Civil Engineering, Bachelors Chemical Engineering, Bachelors Computer Engineering, Bachelors Computer Science, Bachelors Data Science, Bachelors Electrical Engineering, Bachelors Engineering (undeclared), Bachelors Environmental Engineering, Bachelors Industrial and Operations Engineering, Bachelors Mechanical Engineering",Authorized to work in the United States and WILL NOT require future sponsorship,The internship program is not approved for sponsorship,No,No,work_authorization_notes,The internship program is not approved for sponsorship,"Midwest, Southwest, Southeast, Northeast",False,,,
corewell_health,corewell_health__monday,Corewell Health,Monday,1,False,https://corewellhealth.org/,https://careers.corewellhealth.org/us/en?_gl=1*1nyyfvn*_gcl_au*MTQwNzUwMDQ3MS4xNzQ1NDExODAx,"People are at the heart of everything we do, and the inspiration for our legacy of outstanding outcomes, innovation, strong community partnerships, philanthropy and transparency. Corewell Health is a not-for-profit health system that provides healthcare and coverage with an exceptional team of 65,000+ dedicated people--including more than 12,000 physicians and advanced practice providers and more than 16,000 nurses providing care and services in 21 hospitals, 300+ outpatient locations and several post-acute facilities--and Priority Health, a provider-sponsored health plan serving more than 1.3 members. Our digital services team comprises technology, data analytics, business assurance, project management, and informatics. It is made up of about 2000 team members.",Internship,"Bachelors, Masters, Doctoral","First year undergraduate student, Second year undergraduate student, Third year undergraduate student, Masters level student, Doctoral level student",We will be recruiting for specific academic years on each internship. It will vary by position and will be indicated on the position postings.,"Bachelors Computer Engineering, Bachelors Computer Science, Bachelors Data Science, Masters Computer Science and Engineering, Masters Data Science","Work visa that will require future sponsorship (e.g., OPT, CPT, J1, etc.), Authorized to work in the United States and WILL NOT require future sponsorship",Our internships are open to any current student. Work authorization for full-time positions will be decided on a case by case basis.,Maybe,Case-by-case,work_authorization_notes,Our internships are open to any current student. Work authorization for full-time positions will be decided on a case by case basis.,"Midwest, Remote work opportunities may be available",False,,,
corning_incorporated,corning_incorporated__monday,Corning Incorporated,Monday,1,False,www.corning.com/michigancareers,www.corning.com/michigancareers,"Corning invents life-changing, lifesaving technology using glass and ceramics. From the depths of the ocean to the farthest reaches of space, our products push the boundaries of what’s possible. At our new solar plant in Hemlock, MI, we’re helping lead U.S. solar manufacturing. We’re currently offering unique opportunities there to start or grow your manufacturing career.",Full-Time,Bachelors,"Third year undergraduate student, Second year undergraduate student, Fourth year + undergraduate student",,"Bachelors Aerospace Engineering, Bachelors Biomedical Engineering, Bachelors Chemical Engineering, Bachelors Civil Engineering, Bachelors Climate and Meteorology, Bachelors Computer Engineering, Bachelors Computer Science, Bachelors Data Science, Bachelors Electrical Engineering, Bachelors Engineering, Bachelors Engineering (undeclared), Bachelors Engineering Physics, Bachelors Environmental Engineering, Bachelors Industrial and Operations Engineering, Bachelors Materials Science and Engineering, Bachelors Mechanical Engineering, Bachelors Naval Architecture and Marine Engineering, Bachelors Nuclear Engineering and Radiological Sciences, Bachelors Robotics, Bachelors Space Science and Engineering, Doctoral Aerospace Engineering, Doctoral Applied Physics, Doctoral Atmospheric Oceanic and Space Sciences, Doctoral Biomedical Engineering, Doctoral Chemical Engineering, Doctoral Civil Engineering, Doctoral Climate and Space Sciences and Engineering, Doctoral Computer Science and Engineering, Doctoral Design Science, Doctoral Electrical and Computer Engineering, Doctoral Electrical Engineering, Doctoral Electrical Engineering-Systems, Doctoral Engineering Education Research, Doctoral Environmental Engineering, Doctoral Industrial and Operations Engineering, Doctoral Macromolecular Science and Engineering, Doctoral Manufacturing, Doctoral Materials Science and Engineering, Doctoral Mechanical Engineering, Doctoral Naval Architecture and Marine Engineering, Doctoral Nuclear Engineering and Radiological Sciences, Doctoral Robotics, Masters Advanced Medical Product Engineering & Development, Masters Aerospace Engineering, Masters Applied Climate, Masters Applied Physics, Masters Automotive Engineering, Masters Biomedical Engineering, Masters Chemical Engineering, Masters Civil Engineering, Masters Climate and Space Sciences and Engineering, Masters Computer Science and Engineering, Masters Construction Engineering and Management, Masters Data Science, Masters Design Science, Masters Electrical and Computer Engineering, Masters Electrical Engineering, Masters Electrical Engineering-Systems, Masters Energy Systems Engineering, Masters Engineering Education Research, Masters Environmental Engineering, Masters Global Automotive and Manufacturing Engineering, Masters Industrial and Operations Engineering, Masters Macromolecular Science and Engineering, Masters Manufacturing, Masters Materials Science and Engineering, Masters Mechanical Engineering, Masters Naval Architecture and Marine Engineering, Masters Nuclear Engineering and Radiological Sciences, Masters Robotics, Masters Smart Infrastructure Finance, Masters Space Engineering, Masters Structural Engineering, Masters Systems Engineering and Design",Authorized to work in the United States and WILL NOT require future sponsorship,,No,No,default_no_explicit_sponsorship,Authorized to work in the United States and WILL NOT require future sponsorship,"Midwest, Northeast",True,,,
corteva_agriscience,corteva_agriscience__monday,Corteva Agriscience,Monday,1,False,https://www.corteva.com/,https://careers.corteva.com/,,Co-op,Bachelors,"Second year undergraduate student, Third year undergraduate student",,"Bachelors Chemical Engineering, Bachelors Mechanical Engineering",Authorized to work in the United States and WILL NOT require future sponsorship,,No,No,default_no_explicit_sponsorship,Authorized to work in the United States and WILL NOT require future sponsorship,"Midwest, Southeast",True,,,
credera,credera__monday,Credera,Monday,1,False,https://www.credera.com/en-us,https://www.credera.com/en-us/careers/students,"Credera is a global management and technology consulting firm. We care deeply about building trusted relationships with our clients to deliver end-to-end solutions to their toughest challenges. Our mission is to make an extraordinary impact on our clients, people, and communities.",Internship,"Bachelors, Masters","Fourth year + undergraduate student, Third year undergraduate student, Masters level student",We are currently seeking juniors for our internship roles and may consider seniors if pursuing a 1+ year Masters degree following their senior year.,"Bachelors Aerospace Engineering, Bachelors Biomedical Engineering, Bachelors Chemical Engineering, Bachelors Civil Engineering, Bachelors Climate and Meteorology, Bachelors Computer Engineering, Bachelors Computer Science, Bachelors Data Science, Bachelors Electrical Engineering, Bachelors Engineering, Bachelors Engineering (undeclared), Bachelors Engineering Physics, Bachelors Environmental Engineering, Bachelors Industrial and Operations Engineering, Bachelors Materials Science and Engineering, Bachelors Mechanical Engineering, Bachelors Naval Architecture and Marine Engineering, Bachelors Nuclear Engineering and Radiological Sciences, Bachelors Robotics, Bachelors Space Science and Engineering, Masters Advanced Medical Product Engineering & Development, Masters Aerospace Engineering, Masters Applied Climate, Masters Applied Physics, Masters Automotive Engineering, Masters Biomedical Engineering, Masters Chemical Engineering, Masters Civil Engineering, Masters Climate and Space Sciences and Engineering, Masters Computer Science and Engineering, Masters Construction Engineering and Management, Masters Data Science, Masters Design Science, Masters Electrical and Computer Engineering, Masters Electrical Engineering, Masters Electrical Engineering-Systems, Masters Energy Systems Engineering, Masters Engineering Education Research, Masters Environmental Engineering, Masters Global Automotive and Manufacturing Engineering, Masters Industrial and Operations Engineering, Masters Macromolecular Science and Engineering, Masters Manufacturing, Masters Materials Science and Engineering, Masters Mechanical Engineering, Masters Naval Architecture and Marine Engineering, Masters Nuclear Engineering and Radiological Sciences, Masters Robotics, Masters Smart Infrastructure Finance, Masters Space Engineering, Masters Structural Engineering, Masters Systems Engineering and Design",Authorized to work in the United States and WILL NOT require future sponsorship,,No,No,default_no_explicit_sponsorship,Authorized to work in the United States and WILL NOT require future sponsorship,"Midwest, Southeast, Southwest, West",True,,,
delta_electronics_americas_ltd,delta_electronics_americas_ltd__monday,DELTA ELECTRONICS (AMERICAS) LTD.,Monday,1,False,https://www.delta-americas.com/en-US/index,https://www.delta-americas.com/en-US/career/Features,"Delta Electronics Americas is a global leader in power electronics and thermal management solutions, specializing in innovative, clean, and energy-efficient technologies. With over 50 years of expertise, we provide smart energy-saving systems and solutions across industrial automation, building automation, telecom power, data center infrastructure, and EV charging. Our focus is on delivering cutting-edge power supplies, thermal management, and components that help organizations reduce their environmental impact while optimizing performance.","Co-op, Full-Time, Internship","Bachelors, Doctoral, Masters","Doctoral level student, First year undergraduate student, Fourth year + undergraduate student, Masters level student, Second year undergraduate student, Third year undergraduate student",,"Bachelors Aerospace Engineering, Bachelors Computer Engineering, Bachelors Electrical Engineering, Bachelors Engineering, Bachelors Engineering (undeclared), Bachelors Industrial and Operations Engineering, Bachelors Mechanical Engineering, Bachelors Civil Engineering, Bachelors Robotics, Doctoral Aerospace Engineering, Doctoral Applied Physics, Doctoral Civil Engineering, Doctoral Electrical Engineering, Doctoral Electrical and Computer Engineering, Doctoral Electrical Engineering-Systems, Doctoral Industrial and Operations Engineering, Doctoral Manufacturing, Doctoral Mechanical Engineering, Doctoral Robotics, Masters Aerospace Engineering, Masters Automotive Engineering, Masters Civil Engineering, Masters Computer Science and Engineering, Masters Electrical and Computer Engineering, Masters Electrical Engineering, Masters Electrical Engineering-Systems, Masters Energy Systems Engineering, Masters Industrial and Operations Engineering, Masters Manufacturing, Masters Mechanical Engineering, Masters Robotics","Authorized to work in the United States and WILL NOT require future sponsorship, Will need immediate sponsorship, Work visa that will require future sponsorship (e.g., OPT, CPT, J1, etc.)",,Maybe,Potential (work-auth only),work_authorization_sponsorship,"Authorized to work in the United States and WILL NOT require future sponsorship, Will need immediate sponsorship, Work visa that will require future sponsorship (e.g., OPT, CPT, J1, etc.)","Southeast, Midwest, West",True,,,
denso,denso__tuesday,DENSO,Tuesday,1,False,www.denso.com,https://densocareers.com,"From advanced safety systems for automated driving to hybrid and electric vehicle components – DENSO is crafting the core technologies of modern mobility. We want to lead society to a new and better place by drawing on the strengths of individual inventors. As a leading global automotive supplier of advanced technology, systems and components, DENSO is shaping the future for the automotive industry in the areas of thermal, powertrain control, electronics and information and safety. With its North American headquarters located in Michigan, DENSO employs more than 150,000 people at 200 subsidiaries and affiliates in 38 countries and regions.","Full-Time, Internship",Bachelors,"Fourth year + undergraduate student, Third year undergraduate student","Junior, Senior","Bachelors Computer Science, Bachelors Computer Engineering, Bachelors Electrical Engineering, Bachelors Mechanical Engineering, Bachelors Industrial and Operations Engineering",Authorized to work in the United States and WILL NOT require future sponsorship,,No,No,default_no_explicit_sponsorship,Authorized to work in the United States and WILL NOT require future sponsorship,"Midwest, Northeast, Southeast, Southwest, West",True,,,
dick_s_sporting_goods,dick_s_sporting_goods__tuesday,DICK'S Sporting Goods,Tuesday,1,False,www.dsgcampus.com,www.dsgcampus.com,"Based in Pittsburgh, DICK'S Sporting Goods is a leading omnichannel retailer serving athletes and outdoor enthusiasts in over 850 DICK’S Sporting Goods, Golf Galaxy, Public Lands, Going Going Gone! and Warehouse Sale stores, online, and via the DICK'S mobile app. DICK’S also owns and operates DICK'S House of Sport, Golf Galaxy Performance Center, and GameChanger, a youth sports mobile platform.",Internship,Bachelors,Third year undergraduate student,Students graduating in Winter 2026 or Spring 2027,"Bachelors Computer Engineering, Bachelors Computer Science, Bachelors Data Science",Authorized to work in the United States and WILL NOT require future sponsorship,,No,No,default_no_explicit_sponsorship,Authorized to work in the United States and WILL NOT require future sponsorship,"Northeast, Midwest",True,,,
dmc_inc,dmc_inc__monday,DMC Inc.,Monday,1,False,https://www.dmcinfo.com/,https://job-boards.greenhouse.io/dmcengineering2024,"DMC excels at helping clients automate processes. We are a technology and services company that provides software development, engineering, and control system solutions. Our goal is to increase the efficiency and productivity of your business with world-class solutions.",Full-Time,"Bachelors, Masters","Fourth year + undergraduate student, Masters level student",Seniors,"Bachelors Computer Engineering, Bachelors Electrical Engineering, Bachelors Engineering, Bachelors Engineering (undeclared), Bachelors Mechanical Engineering, Bachelors Robotics, Masters Electrical and Computer Engineering, Masters Electrical Engineering, Masters Industrial and Operations Engineering, Masters Mechanical Engineering, Masters Robotics",Authorized to work in the United States and WILL NOT require future sponsorship,,No,No,default_no_explicit_sponsorship,Authorized to work in the United States and WILL NOT require future sponsorship,"Midwest, Northeast, Southeast, Southwest, West",True,,,
dpr_construction,dpr_construction__monday,DPR Construction,Monday,1,False,DPR.com,https://www.dpr.com/company/careers/current-positions,A SELF-PERFORMING GENERAL CONTRACTOR FOCUSED ON HIGHLY COMPLEX AND TECHNICAL PROJECTS,"Internship, Full-Time","Bachelors, Masters","Fourth year + undergraduate student, Masters level student, Third year undergraduate student, Second year undergraduate student",,"Bachelors Civil Engineering, Bachelors Computer Engineering, Bachelors Electrical Engineering, Bachelors Engineering, Bachelors Engineering (undeclared), Bachelors Environmental Engineering, Bachelors Industrial and Operations Engineering, Bachelors Materials Science and Engineering, Bachelors Mechanical Engineering, Bachelors Naval Architecture and Marine Engineering, Masters Construction Engineering and Management, Masters Electrical Engineering, Masters Electrical Engineering-Systems, Masters Environmental Engineering, Masters Naval Architecture and Marine Engineering, Masters Structural Engineering",Authorized to work in the United States and WILL NOT require future sponsorship,,No,No,default_no_explicit_sponsorship,Authorized to work in the United States and WILL NOT require future sponsorship,"Northeast, Southwest, West, Southeast",True,,,
drw,drw__monday,DRW,Monday,1,False,https://www.drw.com/,https://www.drw.com/work-at-drw/listings,"DRW is a diversified trading firm with over 3 decades of experience bringing sophisticated technology and exceptional people together to operate in markets around the world. We value autonomy and the ability to quickly pivot to capture opportunities, so we operate using our own capital and trading at our own risk.","Full-Time, Internship","Bachelors, Doctoral, Masters","Doctoral level student, Third year undergraduate student, Second year undergraduate student, Masters level student, Fourth year + undergraduate student",Intern Roles: graduating between December 2026 and June 2027; New Grad Roles: graduating between December 2025 and June 2026,"Bachelors Computer Engineering, Bachelors Computer Science, Bachelors Electrical Engineering, Bachelors Engineering Physics, Doctoral Applied Physics, Doctoral Computer Science and Engineering, Doctoral Electrical Engineering, Masters Applied Physics, Masters Computer Science and Engineering, Masters Electrical and Computer Engineering","Authorized to work in the United States and WILL NOT require future sponsorship, Work visa that will require future sponsorship (e.g., OPT, CPT, J1, etc.)",Sponsorship evaluated on a case-by-case basis,Maybe,Case-by-case,work_authorization_notes,Sponsorship evaluated on a case-by-case basis,Midwest,False,,,
daimler_truck_north_america,daimler_truck_north_america__monday,Daimler Truck North America,Monday,1,False,https://northamerica.daimlertruck.com/,https://northamerica.daimlertruck.com/careers,"At Daimler Truck North America, we recognize our world is changing faster than ever before. By listening to the needs of today, we’re building to solve with cutting-edge solutions in sustainability and future driving technology across electric, hydrogen and autonomous. These solutions, backed by years of innovative success and achievement, continue DTN/A’s legacy as the undisputed industry leader. Our evolving brand portfolio is second to none, including Freightliner Trucks, Western Star, Demand Detroit, Thomas Built Buses, Freightliner Custom Chassis, and Financial Services. Together, we work as one team towards our envisioned future – building a cleaner, safer and more efficient tomorrow for all.",Internship,"Bachelors, Masters, Doctoral","Masters level student, Second year undergraduate student, Third year undergraduate student",,"Bachelors Electrical Engineering, Bachelors Engineering, Bachelors Mechanical Engineering, Doctoral Electrical and Computer Engineering, Doctoral Electrical Engineering, Doctoral Mechanical Engineering, Masters Automotive Engineering, Masters Electrical and Computer Engineering, Masters Electrical Engineering, Masters Global Automotive and Manufacturing Engineering, Masters Mechanical Engineering, Bachelors Computer Engineering",Authorized to work in the United States and WILL NOT require future sponsorship,,No,No,default_no_explicit_sponsorship,Authorized to work in the United States and WILL NOT require future sponsorship,Midwest,False,,,
dashiell_corporation,dashiell_corporation__monday,Dashiell Corporation,Monday,1,False,www.dashiell.com,www.dashiell.com,"Dashiell is a leading national provider of technical services to the electric utility, power generation, industrial, renewable and energy industries. These services include planning and system studies, design and engineering, maintenance and testing, program management, construction, and turnkey EPC projects. Built on 50 years of experience handling large scale complex projects; Dashiell is unique in that we are a turnkey Engineering, Construction, and Testing company that specializes in medium and high voltage electrical infrastructure. Dashiell is a operating company of Quanta Services (NYSE: PWR), Quanta is a leading specialized contracting company delivering comprehensive network solutions to the electric power, gas, telecommunications and renewable energy industries. Quanta is the #1 Utility Specialty Contractor and the #2 Overall Specialty Contractor as ranked by Engineering News-Record.","Full-Time, Internship",Bachelors,"Fourth year + undergraduate student, Third year undergraduate student",,"Bachelors Civil Engineering, Bachelors Electrical Engineering",Authorized to work in the United States and WILL NOT require future sponsorship,,No,No,default_no_explicit_sponsorship,Authorized to work in the United States and WILL NOT require future sponsorship,Northeast,True,,,
datadog,datadog__tuesday,Datadog,Tuesday,1,False,https://www.datadoghq.com,https://www.datadoghq.com/careers,"Datadog is a best-in-class SaaS business, delivering a rare combination of growth, profitability, and stock market appreciation. We're on a mission to break down silos and solve complexities for users in the cloud age. Our SaaS platform integrates and automates infrastructure monitoring, application performance monitoring, log management, real-user monitoring, and many other capabilities to provide unified, real-time observability and security for our customers’ entire technology stack. Datadog is used by organizations of all sizes and across a wide range of industries to enable digital transformation and cloud migration, drive collaboration among development, operations, security and business teams, accelerate time to market for applications, reduce time to problem resolution, secure applications and infrastructure, understand user behavior, and track key business metrics.","Full-Time, Internship, Co-op","Bachelors, Masters","Fourth year + undergraduate student, Masters level student, Third year undergraduate student",Intern: Fall 2026 or Summer 2027 graduates. Early Career: Summer 2026 graduates,"Bachelors Computer Engineering, Bachelors Computer Science, Bachelors Data Science, Masters Computer Science and Engineering, Masters Data Science",Authorized to work in the United States and WILL NOT require future sponsorship,,No,No,default_no_explicit_sponsorship,Authorized to work in the United States and WILL NOT require future sponsorship,Northeast,True,,,
dicastal_north_america,dicastal_north_america__tuesday,Dicastal North America,Tuesday,1,False,https://www.dicastalna.com/,https://www.dicastalna.com/careers/,"DN/A was incorporated August 29, 2014 in Greenville, Michigan. We manufacture aluminum alloy wheels for the auto industry utilizing the latest digital technology for melting, casting, heat-treating, machining, painting, and testing. DN/A provides its products to General Motors, Ford, and Fiat mostly in North America. DN/A operates as a 100% owned subsidiary of CITIC Dicastal Co., Ltd. CITIC Dicastal founded in 1988 and is based in Qin Huangdao City, China; and is the world’s largest manufacturer of aluminum alloy wheels for the auto industry and offers casting, forging, and spinning wheels.","Full-Time, Internship","Bachelors, Masters, Doctoral","Fourth year + undergraduate student, Doctoral level student, Masters level student, Recent Alumni (up to two years post graduation), Third year undergraduate student",,"Doctoral Robotics, Doctoral Mechanical Engineering, Doctoral Manufacturing, Doctoral Materials Science and Engineering, Doctoral Industrial and Operations Engineering, Masters Automotive Engineering, Masters Chemical Engineering, Masters Energy Systems Engineering, Masters Electrical Engineering-Systems, Masters Electrical Engineering, Masters Electrical and Computer Engineering, Masters Industrial and Operations Engineering, Masters Manufacturing, Masters Mechanical Engineering, Masters Robotics, Bachelors Mechanical Engineering, Bachelors Electrical Engineering, Bachelors Chemical Engineering, Bachelors Industrial and Operations Engineering, Bachelors Computer Engineering, Bachelors Robotics, Doctoral Chemical Engineering, Doctoral Electrical and Computer Engineering, Doctoral Electrical Engineering","Authorized to work in the United States and WILL NOT require future sponsorship, Work visa that will require future sponsorship (e.g., OPT, CPT, J1, etc.), Will need immediate sponsorship",Able to sponsor for the right candidate,Maybe,Case-by-case,work_authorization_notes,Able to sponsor for the right candidate,Midwest,True,,,
donaldson_company_inc,donaldson_company_inc__tuesday,"Donaldson Company, Inc.",Tuesday,1,False,https://www.donaldson.com/en-us/,https://www.donaldson.com/en-us/about-us/careers/search-apply/,"As a global leader in the filtration industry, we pride ourselves on our innovative technologies and solutions, backed by a talented and dedicated team of employees.","Internship, Full-Time",Bachelors,"Third year undergraduate student, Fourth year + undergraduate student, Recent Alumni (up to two years post graduation)",,"Bachelors Biomedical Engineering, Bachelors Chemical Engineering, Bachelors Computer Engineering, Bachelors Computer Science, Bachelors Data Science, Bachelors Electrical Engineering, Bachelors Engineering Physics, Bachelors Industrial and Operations Engineering, Bachelors Materials Science and Engineering, Bachelors Mechanical Engineering",Authorized to work in the United States and WILL NOT require future sponsorship,,No,No,default_no_explicit_sponsorship,Authorized to work in the United States and WILL NOT require future sponsorship,Midwest,True,,,
dow,dow__monday,Dow,Monday,1,False,https://www.dow.com/en-us,https://corporate.dow.com/en-us/careers,"We are Team Dow—a diverse community marked by respect, integrity and the desire to make the world a better place by creating innovative and more sustainable materials science solutions.","Co-op, Full-Time, Internship",Bachelors,"Second year undergraduate student, Third year undergraduate student, Fourth year + undergraduate student",Bachelor's degrees,"Bachelors Civil Engineering, Bachelors Computer Engineering, Bachelors Computer Science, Bachelors Data Science, Bachelors Electrical Engineering, Bachelors Industrial and Operations Engineering, Bachelors Materials Science and Engineering, Bachelors Mechanical Engineering, Bachelors Chemical Engineering",Authorized to work in the United States and WILL NOT require future sponsorship,,No,No,default_no_explicit_sponsorship,Authorized to work in the United States and WILL NOT require future sponsorship,"Midwest, Southwest, West, Southeast, Northeast",True,,,
draftkings,draftkings__monday,DraftKings,Monday,1,False,draftkings.com,careers.draftkings.com,Defining what it means to build and deliver the most extraordinary sports and entertainment experiences. The Crown is Yours.,"Internship, Full-Time",Bachelors,"Second year undergraduate student, Third year undergraduate student",,"Bachelors Computer Engineering, Bachelors Computer Science, Bachelors Data Science, Bachelors Engineering, Bachelors Engineering (undeclared)",Authorized to work in the United States and WILL NOT require future sponsorship,,No,No,default_no_explicit_sponsorship,Authorized to work in the United States and WILL NOT require future sponsorship,Northeast,False,,,
draper,draper__monday,Draper,Monday,1,False,www.draper.com,https://draper.wd5.myworkdayjobs.com/Draper_Careers,"As a nonprofit engineering innovation company, Draper serves our nation’s interests and security needs; advances technologies at the intersection of government, academia, and industry; cultivates the next generation of innovators; and solves the most complex challenges. Multidisciplinary teams drawn from a broad and deep talent pool of engineers and scientists collaborate to develop first-of-a-kind solutions. Our unbiased approach enables us to focus on our customers’ needs and to deliver new capabilities to them.","Co-op, Full-Time, Internship","Bachelors, Doctoral, Masters","Doctoral level student, First year undergraduate student, Fourth year + undergraduate student, Masters level student, Second year undergraduate student, Third year undergraduate student",All Years,"Bachelors Aerospace Engineering, Bachelors Biomedical Engineering, Bachelors Chemical Engineering, Bachelors Computer Engineering, Bachelors Computer Science, Bachelors Data Science, Bachelors Electrical Engineering, Bachelors Engineering Physics, Bachelors Industrial and Operations Engineering, Bachelors Materials Science and Engineering, Bachelors Mechanical Engineering, Bachelors Robotics, Bachelors Nuclear Engineering and Radiological Sciences, Doctoral Aerospace Engineering, Bachelors Space Science and Engineering, Doctoral Applied Physics, Doctoral Biomedical Engineering, Doctoral Chemical Engineering, Doctoral Computer Science and Engineering, Doctoral Electrical and Computer Engineering, Doctoral Electrical Engineering, Doctoral Electrical Engineering-Systems, Doctoral Industrial and Operations Engineering, Doctoral Manufacturing, Doctoral Materials Science and Engineering, Doctoral Mechanical Engineering, Doctoral Nuclear Engineering and Radiological Sciences, Doctoral Robotics, Masters Aerospace Engineering, Masters Applied Physics, Masters Biomedical Engineering, Masters Computer Science and Engineering, Masters Data Science, Masters Electrical and Computer Engineering, Masters Electrical Engineering, Masters Electrical Engineering-Systems, Masters Industrial and Operations Engineering, Masters Manufacturing, Masters Materials Science and Engineering, Masters Mechanical Engineering, Masters Robotics, Masters Nuclear Engineering and Radiological Sciences, Masters Space Engineering, Masters Systems Engineering and Design",Authorized to work in the United States and WILL NOT require future sponsorship,,No,No,default_no_explicit_sponsorship,Authorized to work in the United States and WILL NOT require future sponsorship,Northeast,True,,,
dupont,dupont__monday,DuPont,Monday,1,False,www.dupont.com,careers@dupont.com,"At DuPont, our purpose is to empower the world with essential innovations to thrive. We work on things that matter. Whether it’s providing clean water to more than a billion people on the planet, producing materials that are essential in everyday technology devices from smartphones to electric vehicles, or protecting workers around the world.","Co-op, Full-Time",Bachelors,"First year undergraduate student, Second year undergraduate student, Third year undergraduate student",,"Bachelors Chemical Engineering, Bachelors Electrical Engineering, Bachelors Materials Science and Engineering, Bachelors Mechanical Engineering",Authorized to work in the United States and WILL NOT require future sponsorship,,No,No,default_no_explicit_sponsorship,Authorized to work in the United States and WILL NOT require future sponsorship,"Midwest, Northeast, Southeast",True,,,
ey,ey__tuesday,EY,Tuesday,1,False,https://www.ey.com/en_us,https://www.ey.com/en_us/careers/students-and-entry-level-professionals,"Explore what’s possible on EY teams and across EY services. We’re nearly 300,000 global perspectives ready to welcome yours. To get started, visit ey.com/us/students to learn more about what you can do here, what it’s like to work here and how to join us.","Full-Time, Internship","Masters, Bachelors","Second year undergraduate student, Fourth year + undergraduate student, Masters level student",Summer 2026 Internship,"Bachelors Computer Science, Bachelors Computer Engineering, Masters Computer Science and Engineering, Bachelors Data Science, Masters Data Science","Work visa that will require future sponsorship (e.g., OPT, CPT, J1, etc.), Authorized to work in the United States and WILL NOT require future sponsorship","EY provides equal employment opportunities to applicants and employees without regard to race, color, religion, age, sex, sexual orientation, gender identity/expression, pregnancy, genetic information, national origin, protected veteran status, disability status, or any other legally protected basis, including arrest and conviction records, in accordance with applicable law.",Maybe,Potential (work-auth only),work_authorization_sponsorship,"Work visa that will require future sponsorship (e.g., OPT, CPT, J1, etc.), Authorized to work in the United States and WILL NOT require future sponsorship","Midwest, Northeast, Southeast, Southwest, West",False,,,
